index,title,genre,summary
4411,The Path of Daggers,fantasy,"The Seanchan invasion force is in possession of Ebou Dar. Nynaeve, Elayne, and Aviendha head for Caemlyn and Elayne's rightful throne, but on the way they discover an enemy much worse than the Seanchan.

In Illian, Rand vows to throw the Seanchan back as he did once before. But signs of madness are appearing among the Asha'man.

In Ghealdan, Perrin faces the intrigues of Whitecloaks, Seanchan invaders, the scattered Shaido Aiel, and the Prophet himself. Perrin's beloved wife, Faile, may pay with her life, and Perrin himself may have to destroy his soul to save her.

Meanwhile the rebel Aes Sedai under their young Amyrlin, Egwene al'Vere, face an army that intends to keep them away from the White Tower. But Egwene is determined to unseat the usurper Elaida and reunite the Aes Sedai. She does not yet understand the price that others—and she herself—will pay. (less)"
426,The Silver Spike,fantasy, The Dominator was a wizard of immense power who could not be killed by his enemies. He was however defeated and his evil essence imprisoned in a silver spike. The power inherent in the spike is so greatly feared and desired that some try to steal it while others try to keep it from falling into anyone's hands.
83,Wild Energy,fantasy," The heroine, Lana, lives in a synthetic city and works as a pixel. Every evening millions of people, working as pixels, perform a 20-minute light show for the other citizens. They wear colourful robes and during each sunset they receive commands in the form of music through headphones. Each command means a certain type of movement, so that by moving/dancing, different parts of their clothes are exposed to the sun rays, thus reflecting the sunlight in different colours. All this can be seen on a huge screen in the synthetic city, where all citizens watch it. After every light show all pixels receive a packet of energy which allows them to survive until their next dose. If a pixel makes a mistake during a show, so that the picture appears distorted, they are punished by not receiving an energy packet. If they haven't stored anything from their previous doses, they will not survive the next day. Lana's best friend, Eve, makes such a mistake and is not given a packet. Lana does her best to save her but doesn't succeed. In the synthetic city there is a rumour spread that some people don't need these packets of synthetic energy and can live on their own, by the energy their hearts and spirits produce. These people are chased by the energy police: they are slaughtered in the factory (a mystic place about which little is known) and their energy is used for maintaining the lives of the synthetics by turning it into energy packets. Lana is determined to find the Wild people and try to live by her own energy (the phrase ""I'll find it or die"" becomes the motto of the book and Ruslana's project). She finds them in a place called Overground. Overground is located on the roofs of abandoned or ruined skyscrapers, high, where no one can reach the Wild. They have created their own world and culture, possess wings as means of travelling, and have their own language, similar to that of birds. Lana stays with them for a while and finds friends. Lana turns out to be a powerful generator of wild energy, for which she is chased by the energy police. Being in Overground she exposes also her friends to danger. One day, while she is away, the energy police, in search for her, attack the Wild from Overground. When Lana returns, her home is devastated. She sets off to find and destroy the factory where her friends have most probably been taken. On her way she meets the people-wolves, living in the woods, where she stays and learns how to summon the forces of nature, which will help her destroy the factory. During those rituals she is helped by a small drum, given her as a present by an old man from the synthetic city. She gathers a group of devoted young wild ""wolves"" and they go to fight with the factory and its devastating energy. The first attempt is not successful, the young wolves die, but she manages to enter the factory and is caught by the factory's host, who calls himself ""The Heart of The Factory"". Lana becomes his hostage and while she is there, it is implied that the factory's host might be Lana's father. Lana manages to escape and saves her Overground friends. They go back to the people-wolves, where they gather a team for a second time. Another fight with the factory follows. The characters' weapons are different musical or noise producing instruments, including drums and trembitas. The factory's power is deafening silence. All sounds, all rhythm is lost when approaching the factory. Its anti-rhythm is usually stronger than any other life energy or rhythm. Lana's task is to defeat this anti-rhythm and, by summoning lightning, which must simultaneously strike all the weakest parts of the factory to destroy it. The friends manage to do this and enter the factory, but once inside, the factory's anti-rhythm almost kills them. They survive because ""The Heart of The Factory"" helps them by taking their place in the dangerous anti-rhythm zone. He dies and Lana and her friends remain safe and sound. The Wild go back to their homes and Lana becomes the new ""Heart of the Factory""."
61,Lankar of Callisto,fantasy," Throughout the series, author Lin Carter has portrayed himself as the recipient and editor of the manuscripts of protagonist Jonathan Dark (Jandar), teleported from the Jovian moon Callisto (moon) (or Thanator, as its inhabitants call it) to the ruined Cambodian city of Arangkhôr. In this volume he finally travels to Cambodia, hoping to learn what became of Jandar after the conclusion of the last volume of his memoirs, Mind Wizards of Callisto. Once in Arangkhôr Carter accidentally falls into the well-like teleportation device himself, and is duly transported to the jungle moon as Jandar had been. A literal babe in the woods, he is hardly cut out to become an interplanetary hero; indeed, he spends much of his sojourn on Thanator mooning over its extraordinary sights like a tourist, likening them to wonders of which he has read or seen portrayed in various works of fantastic literature and art. Fortunately, Carter is soon taken in hand by an Othode, a forest creature with the personality of a faithful dog, which becomes his companion and protector against the local perils. It defends him against a Vastodon and later saves him from an immense spiderweb. Carter acquires another companion in the native boy Tarin, who had also been trapped in the web, and an abbreviated native-style name, ""Lankar,"" which Tarin finds easier to pronounce. They subsequently encounter warriors from Shondakar, the kingdom of Jandar's love interest Princess Darloona, and join the expedition against the hidden city of Kuur, lair of the evil Mind Wizards who hold the hero captive. Carter's Othode even manages to uncover the secret entry to the city, but Carter himself is caught and imprisoned with Jandar. All comes out well, as they are rescued by Tarin and in a climatic battle the Mind Wizards are almost all killed. (One is later revealed to have escaped, to permit sequel possibilities.) At the end of the story Carter manages to catch the return beam to Earth, content to resume his role as redactor, rather than participant, in Jandar's adventures."
272,Dragon and Phoenix,fantasy," The book covers the fall of an empire to the south of the Five Kingdoms, the land of the first novel. The empire of Jehanglan is sustained by the Phoenix dynasty, which draws its power from a phoenix trapped a thousand years ago. The phoenix is kept in place by the power of a truedragon, also trapped and exploited. On discovering that one of their cousins is trapped, Linden Rathan and his soultwin, Maurynna Kyrissaean, lead a party to rescue him. Unfortunately, they play into the hands of a Jehangli lord who seeks to trap the Dragonlords and use the additional power to take the throne for himself."
285,The Eye of the World,fantasy," The Eye of the World revolves around the lives of a group of young people from Emond's Field in The Two Rivers district: Rand al'Thor, Matrim (Mat) Cauthon, Perrin Aybara, Egwene al'Vere, and Nynaeve al'Meara. Emond's Field is unexpectedly attacked by Dark forces—bestial Trollocs and a Myrddraal who seem to specifically target Rand, Mat and Perrin. Hoping to save their village from further attacks, the young men and Egwene flee the village accompanied by an Aes Sedai named Moiraine Damodred, her WarderAl'Lan Mandragoran and a Gleeman Thom Merrilin. They are later joined by Nynaeve al'Meara, the Wisdom of Emond's Field. Pursued by ever-increasing numbers of Trollocs and Myrddraal, the travellers are forced to take refuge in the abandoned city of Shadar Logoth, a place even the dark forces are reluctant to enter because of the evil Mashadar that resides there. While escaping the city the travelers are separated. Rand, Mat and Thom make their way by boat to Whitebridge where Thom is apparently killed while allowing Rand and Mat to escape a Myrddraal. In Caemlyn Rand befriends an Ogier named Loial. While exploring the city and trying to catch a glimpse of the recently captured False Dragon, Rand falls into the palace gardens. Once there he meets Elayne Trakand, heir apparent to the throne of Andor and her brothers Gawyn and Galad Damodred. Rand is taken before Queen Morgase and her Aes Sedai advisor, Elaida who foretells that Rand is dangerous. Queen Morgase, however, decides to let Rand go free. Meanwhile Egwene and Perrin travel separately to Caemlyn in the company of Elyas Machera, a man who can communicate with wolves and who claims that Perrin can do the same. The three run afoul of a legion of the Children of the Light. Perrin kills two Whitecloaks after witnessing the death of a wolf at their hands and is sentenced to death. Moiraine, Lan and Nynaeve rescue Egwene and Perrin from the Whitecloaks in time to escape their fate. Together they travel to Caemlyn where they are reunited with Rand and Mat. Rand tells Moiraine that Mat has been suspicious and withdrawn, and Moiraine diagnoses Mat's ""sickness"" as the corrupting influence of a ruby dagger Mat took from Shadar Logoth. Moiraine says that Mat must travel to Tar Valon in order to be healed. Loial warns Moiraine of a threat to the Eye of the World, which is confirmed by vivid and disturbing dreams Mat, Rand and Perrin have had. The Eye of the World was created by Aes Sedai who sacrificed themselves to create a pool of Saidin untouched by the Dark One's taint, and is hidden in the Blight. The Eye of the World is protected by Someshta (the Green Man) and contains one of the seven seals on the Dark One's prison, the Dragon banner of Lews Therin Telamon and the Horn of Valere. Loial guides the group through the Ways (passageways built by the male Aes Sedai during the Breaking of the World, which are now tainted by the same evil that tainted Saidin) in order to reach the Eye of the World. The group enters the Blight, in search of the Eye of the World guided by The Green Man. The Eye is revealed to be a pool of Saidin, pure and untainted. The companions are confronted by the Forsaken Aginor and Balthamel. Balthamel dies at the hand of the Green Man and Aginor and Rand battle for control of the Eye of the World. Rand defeats Aginor and guided by blind luck uses the pure Saidin to decimate the Trolloc army and defeat Ba'alzamon. Afterwards Rand realizes to his own horror that he has channeled the One Power and is therefore condemned to a fate of insanity and horrific death. It is revealed that Moiraine believes Rand is the Dragon Reborn."
4545,Moving Pictures,fantasy,"Cameras roll - which means the imps inside have to paint really fast - on the fantastic Discworld when the alchemists discover the magic of the silver screen.

But what is the dark secret of Holy Wood Hill?

As the alien clichés of Tinsel Town pour into the world, it's up to the Disc's first film stars to find out...

THRILL as Victor Tugelbend (""Can't sing. Can't dance. Can handle a sword a little"") and Theda Withel (""I come from a little town you've probably never even heard of"") battle the forces of evil and cinema advertising...

SCREAM as Gaspode the Wonder Dog nearly saves the day...

EAT POPCORN as you watch the filming of ""Blown Away,"" the oddest Civil War picture ever made...

A Passionate Saga Set Against the background of a World Gone Mad!

This Will Amaze You!

With a Thousand Elephants!

(""And afterwards, why not dine at Harga's House of Ribs, for the best in international cuisine; only two minutes from this book..."") (less)"
479,James and the Giant Peach,fantasy," A boy named James Henry Trotter, 5 years old, lives with his loving parents in a pretty and bright cottage by the sea in the south of England. James's world is turned upside down when, while on a shopping trip in London, his mother and father are eaten by an escaped rhino. James is forced to live with his two cruel aunts, Spiker and Sponge, who live in a run-down house on a high, desolate hill near the white cliffs of Dover. For three years Spiker and Sponge verbally and physically abuse James, not allowing him to venture beyond the hill or play with other children. Around the house James is treated as a drudge, beaten for hardly any reason, improperly fed, and forced to sleep on bare floorboards in the attic. One summer afternoon when he is crying in the bushes, James stumbles across a strange old man, who, mysteriously, knows all about James's plight and gives him a sack of tiny glowing-green crocodile tongues. The man promises that if James mixes the contents of the sack with a jug of water and ten hairs from his own head, the result will be a magic potion which, when drunk, will bring him happiness and great adventures. On the way back to the house, James trips and spills the sack onto the peach tree outside his home, which had previously never given fruit. The tree becomes enchanted through the tongues, and begins to blossom; indeed a certain peach grows to the size of a large house. The aunts discover this and make money off the giant peach while keeping James locked away. At night the aunts shove James outside to collect rubbish from the crowd, but instead he curiously ventures inside a juicy, fleshy tunnel which leads to the hollow stone in the middle of the cavernous fruit. Entering the stone, James discovers a band of rag-tag anthropomorphic insects, also transformed by the magic of the green tongues. James quickly befriends the insect inhabitants of the peach, who become central to the plot and James' companions in his adventure. The insects loathe the aunts and their hilltop home as much as James, and they were waiting for him to join them so they can escape together. The Centipede bites through the stem of the peach with his powerful jaws, releasing it from the tree, and it begins to roll down the hill, squashing Spiker and Sponge flat in its wake. Inside the stone the inhabitants cheer as they feel the peach rolling over the aunts. The peach rolls through villages, houses, and a famous chocolate factory before falling off the cliffs and into the sea. The peach floats in the English Channel, but quickly drifts away from civilization and into the expanses of the Atlantic Ocean. Hours later, not far from the Azores, the peach is attacked by a swarm of hundreds of sharks. Using the blind Earthworm as bait, the ever resourceful James and the other inhabitants of the peach lure over five hundred seagulls to the peach from the nearby islands. The seagulls are then tied to the broken stem of the fruit using spiderwebs from the Spider and strings of white silk from the Silkworm. The mass of seagulls lifts the undamaged giant peach into the air and away from the sharks. As the seagulls try to get away from the giant peach, they merely carry it higher and higher, and the seagulls take the giant peach great distances. The Centipede entertains with ribald dirges to Sponge and Spiker, but in his excitement he falls off the peach into the ocean and has to be rescued by James. That night, thousands of feet in the air, the giant peach floats through mountain-like, moonlit clouds. There the inhabitants of the peach see a group of magical ghost-like figures living within the clouds, ""Cloud-Men"", who control the weather. As the Cloud-Men gather up the cloud in their hands to form hailstones and snowballs to throw down to the world below, the loud-mouthed Centipede insults the Cloud-Men for making snowy weather in the summertime. Angered, an army of Cloud-Men appear from the cloud and pelt the giant peach with hail so fiercely and powerfully that the peach is severely damaged, with entire chunks taken out of it, and the giant fruit begins leaking its peach juice. All of this shrinks the peach somewhat, although because it is now lighter the seagulls are able to pull it quicker through the air. As the seagulls strain to get away from the Cloud-Men, the giant peach smashes through an unfinished rainbow the Cloud-Men were preparing for dawn, infuriating them even further. One Cloud-Man almost gets on the peach by climbing down the silken strings tied to the stem, but James asks the Centipede to bite through some of the strings. When he does a single freed seagull, to which the Cloud-Man is hanging from, is enough to carry him away from the peach as Cloud-Men are weightless. As the sun rises, the inhabitants of the giant peach see the glimmering skyscrapers of New York City peeking above the clouds. The people below see the giant peach suspended in the air by a swarm of hundreds of seagulls, and panic, believing it to be a floating, orange-coloured, spherical nuclear bomb. The military, police, fire, and rescue services are all called out, and people begin running to air raid shelters and subway stations, believing the city is about to be destroyed. A huge passenger jet flies past the giant peach, almost hitting it, and severing the silken strings between the seagulls and the peach. The seagulls free, the peach begins to fall to the ground, but it is saved when it is impaled upon the tip of the Empire State Building. The people on the 86th floor observation deck at first believe the inhabitants of the giant peach to be monsters or Martians, but when James appears from within the skewered peach and explains his story, the people hail James and his insect friends as heroes. They are given a welcoming home parade, and James gets what he wanted for three long years - playmates in the form of millions of potential new childhood friends. The skewered, battered remains of the giant peach are brought down to the streets by steeplejacks, where its delicious flesh is eaten up by ten thousand children, all now James's friends. Meanwhile, the peach's other former residents, the anthropomorphic insects, all go on to find very interesting futures in the world of humans. In the last chapter of the book, it is revealed that the giant hollowed-out stone which had once been at the center of the peach is now a mansion located in Central Park. James lives out the rest of his life in the giant peach stone, which becomes an open tourist attraction and the ever-friendly James has all the friends he has wanted."
12,Master Alvin,fantasy," This book has yet to be published. At this time, the expected release date is unknown."
182,The Dragon's Apprentice,fantasy," The novel opens in 1943, seven years after the end of the previous book, The Shadow Dragons. It has been seven years since either of the three Caretakers has been in the Archipelago of Dreams and the Summer Country is embroiled in World War II. The Caretakers return and are faced with an issue: the Keep of Time has finally disintegrated and as a result, time has unravelled. Rose has a strange visitor in the night instructing her to find Samaranth's apprentice, ask the dragon a riddle and save the Archipelago from the Echthroi, the primordial shadows. The Caretakers are trapped in the Archipelago because of the final destruction of the Keep of Time, and when John, Jack and Charles return to the Summer Country in 1943, the Nameless Isles are ripped apart from the Archipelago and Tamerlane House, along with all of its inhabitants, are transported to 1945 and are now attached to Oxford. The Caretakers Emeritis meet a distraught John and Jack and learn that Charles died two weeks earlier. John, Jack, Fred, the Tin Man (Roger Bacon), Laura Glue, Richard Burton, Harry Houdini, Arthur Conan Doyle and the mysterious End of Time, a friend of Burton's, travel to Avalon and the Archipelago but discover that it is in ruins and that two thousand years have passed in the Archipelago of Dreams. At Paralon, they meet a little boy named Coal, the last of Arthur's descendents, and the group of animals protecting him. From Aven, the daughter of H.G. Wells, they learn of what has happened over the last two thousand years. As the dark star Rao approaches, they go through a door from the Keep of Time; the same one that was given to Madoc. They find themselves in Dickensian London. With no Caretakers in London at the time, the Caretakers and company are alone in London with a cohort of animals and a six-year-old boy from the future. However, they meet a young man named Edmund McGee after he stole the 'Geographica' from them. He leads them to his master, Benjamin Franklin. By persuading Mordred, or Madoc, to continue his apprenticeship to Samaranth and become a dragon himself, and by using Edmund McGee's prodigious skill in cartography and chronology to navigate their way through time, the Caretakers begin the process of fixing Time."
4287,Harry Potter and the Half-Blood Prince,fantasy,"The war against Voldemort is not going well; even Muggle governments are noticing. Ron scans the obituary pages of the Daily Prophet, looking for familiar names. Dumbledore is absent from Hogwarts for long stretches of time, and the Order of the Phoenix has already suffered losses.

And yet . . .

As in all wars, life goes on. The Weasley twins expand their business. Sixth-year students learn to Apparate - and lose a few eyebrows in the process. Teenagers flirt and fight and fall in love. Classes are never straightforward, through Harry receives some extraordinary help from the mysterious Half-Blood Prince.

So it's the home front that takes center stage in the multilayered sixth installment of the story of Harry Potter. Here at Hogwarts, Harry will search for the full and complete story of the boy who became Lord Voldemort - and thereby find what may be his only vulnerability. (less)"
4322,Crown of Midnight,fantasy,"""A line that should never be crossed is about to be breached.

It puts this entire castle in jeopardy—and the life of your friend.""

From the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celaena is far from loyal to the crown. She hides her secret vigilantly; she knows that the man she serves is bent on evil.

Keeping up the deadly charade becomes increasingly difficult when Celaena realizes she is not the only one seeking justice. As she tries to untangle the mysteries buried deep within the glass castle, her closest relationships suffer. It seems no one is above questioning her allegiances—not the Crown Prince Dorian; not Chaol, the Captain of the Guard; not even her best friend, Nehemia, a foreign princess with a rebel heart.

Then one terrible night, the secrets they have all been keeping lead to an unspeakable tragedy. As Celaena's world shatters, she will be forced to give up the very thing most precious to her and decide once and for all where her true loyalties lie... and whom she is ultimately willing to fight for. (less)"
223,A Wild Sheep Chase,fantasy," This mock-detective tale follows an unnamed Japanese man through Tokyo and Hokkaidō in 1978. The passive, chain-smoking main character gets swept away on an adventure that leads him on a hunt for a sheep that hasn’t been seen for years. The apathetic protagonist meets a woman with magically seductive ears and a strange man who dresses as a sheep and talks in slurs; in this way there are elements of Japanese animism or Shinto. The manipulation of the narrator into the hunt and repeated references to The Adventures of Sherlock Holmes raise connections to ""The Red-Headed League."""
4633,The Language of Thorns: Midnight Tales and Dangerous Magic,fantasy,"Love speaks in flowers. Truth requires thorns.

Travel to a world of dark bargains struck by moonlight, of haunted towns and hungry woods, of talking beasts and gingerbread golems, where a young mermaid's voice can summon deadly storms and where a river might do a lovestruck boy's bidding but only for a terrible price.

Inspired by myth, fairy tale, and folklore, #1 New York Times—bestselling author Leigh Bardugo has crafted a deliciously atmospheric collection of short stories filled with betrayals, revenge, sacrifice, and love.

Perfect for new readers and dedicated fans, these tales will transport you to lands both familiar and strange—to a fully realized world of dangerous magic that millions have visited through the novels of the Grishaverse.

This collection of six stories includes three brand-new tales, all of them lavishly illustrated with art that changes with each turn of the page, culminating in six stunning full-spread illustrations as rich in detail as the stories themselves.

Zemeni Ayama and the Thorn Wood --
Ravkan The too-clever fox --
The witch of Duva --
Little knife --
Kerch The soldier prince --
Fjerdan When water sang fire (less)"
4398,The Mark of Athena,fantasy,"Annabeth is terrified. Just when she's about to be reunited with Percy—after six months of being apart, thanks to Hera—it looks like Camp Jupiter is preparing for war. As Annabeth and her friends Jason, Piper, and Leo fly in on the Argo II, she can't blame the Roman demigods for thinking the ship is a Greek weapon. With its steaming bronze dragon figurehead, Leo's fantastical creation doesn't appear friendly. Annabeth hopes that the sight of their praetor Jason on deck will reassure the Romans that the visitors from Camp Half-Blood are coming in peace.

And that's only one of her worries. In her pocket, Annabeth carries a gift from her mother that came with an unnerving command: Follow the Mark of Athena. Avenge me. Annabeth already feels weighed down by the prophecy that will send seven demigods on a quest to find—and close—the Doors of Death. What more does Athena want from her?

Annabeth's biggest fear, though, is that Percy might have changed. What if he's now attached to Roman ways? Does he still need his old friends? As the daughter of the goddess of war and wisdom, Annabeth knows she was born to be a leader—but never again does she want to be without Seaweed Brain by her side

Narrated by four different demigods, The Mark of Athena is an unforgettable journey across land and sea to Rome, where important discoveries, surprising sacrifices, and unspeakable horrors await. Climb aboard the Argo II, if you dare. . . . (less)"
375,The Pillars of Creation,fantasy," Jennsen Rahl, Richard Rahl's half sister, has spent the first twenty years of her life running from her father, Darken Rahl. Born without any aspect of the gift of magic, Jennsen has been marked for death since birth. When her mother is apparently murdered by D'Haran assassins she sets out with her new friend, Sebastian, to start her life over. Sebastian eventually reveals that he is a spy for the Imperial Order. He speaks convincingly of the Order's goals concerning the fair treatment of all humanity and the elimination of magic. Above all else he esteems Emperor Jagang. In equal measure he despises Richard Rahl, who he claims has brought on war with an invasion of the Old World after bringing down the Barriers separating the sections of the known world. Meanwhile, another sibling of Richard's, Oba Rahl, suffers under an abusive mother on the family farm. Oba imagines himself as energetic and the possessor of a healthy curiosity. His inquisitive nature manifests itself especially through pleasure in watching things die under his hand. Oba does not know that he, along with Jennsen, is pristinely ungifted and immune to magic. His mother sends him to a nearby sorceress to buy medicine and during the purchase he begins to menace the magic user. Her attempts to defend herself with magic fail and Oba kills her brutally. During the fight Oba surrenders to a voice in his mind that promises invincibility in return for obedience. After returning home Oba kills his mother and resolves to see the world. He can travel comfortably with the funds he looted from the sorceress. Jennsen wants to find another sorceress, sister of the one Oba killed, and who had previously helped Jennsen and her mother. Along with Sebastian she travels to the People's Palace, capital of the D'Haran empire. There she learns that the sorceress she seeks lives in a deadly enchanted swamp. After Sebastian is detained by D'Haran guards, a friendly stranger, Tom, helps a desperate Jennsen to the swamp. She safely reaches the sorceress' home, her natural immunity to magic protecting her through the swamp, but only learns that nothing can be done to save her from Lord Rahl. She leaves, disappointed and upon returning to the People's Palace cleverly rescues Sebastian. He convinces Jennsen that she should visit Emperor Jagang, leader of the Imperial Order. Oba is also aware of the second sorceress and the fact that she knows something concerning his fate or nature. He hires a guide to the swamp, which he safely negotiates as well. The sorceress reveals that Oba is now a thrall to the Keeper of the Underworld and kills herself before Oba can do the deed. This, along with the fact that his guide has stolen all his money, enrages Oba. He is mollified somewhat by the treasure he finds in the sorceresses' cottage but his rage returns when, after returning to the People's Palace, he spots his guide. After killing the guide he is briefly jailed but escapes, using the voice in his mind to make the D'Haran guards do his bidding, and resolves to locate Richard Rahl. Jennsen and Sebastian reach Emperor Jagang at the van of the army of the Imperial Order. Though initially shocked by the crude Order soldiers, she is advised not to be so picky and that the D'Harans are even worse. The day after her arrival the Emperor Jagang assaults the Confessor's Palace but is bloodily repulsed. Emperor Jagang is severely injured in the action. Even worse for the Order, their enemy unleashes an ancient magic on the main army, wreaking immense destruction. Jennsen reacts by making a pact with a dark force, the Keeper, to kill Richard Rahl in return for her surrender and obedience. Oba captures Kahlan and is ordered by the Keeper to take her, along with the Sword of Truth to the Pillars of Creation. Using his link to the sword, Richard pursues Oba to the Pillars, where he encounters Jennsen, who has also been drawn to the same spot by the Keeper in order to kill Richard. The Keeper's supreme plan, however, was for Richard to kill Jennsen at the Pillars of Creation thereby opening a gate between the Keeper's realm and the world of the living. Richard discerns the plan and refuses to be goaded into cooperating. Jennsen then recognizes his integrity and the Keeper's plan is foiled. Jennsen learns that the men who were sent to kill her mother were actually soldiers of the Imperial Order, and after coming to believe that Richard is truly a loving and caring brother, she joins him and Kahlan in their quest against Jagang."
4443,Dune,fantasy,"Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...

When House Atreides is betrayed, the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib, he will bring to fruition humankind’s most ancient and unattainable dream.

***

Original, first edition from 1965 can be found here. (less)"
4294,"The Lion, the Witch and the Wardrobe",fantasy,"Narnia… the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.

Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell. (less)"
4316,The Wise Man's Fear,fantasy,"“There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.”

My name is Kvothe.
I have stolen princesses back from sleeping barrow kings. I burned down the town of Trebon. I have spent the night with Felurian and left with both my sanity and my life. I was expelled from the University at a younger age than most people are allowed in. I tread paths by moonlight that others fear to speak of during day. I have talked to Gods, loved women, and written songs that make the minstrels weep.
You may have heard of me.

So begins the tale of a hero told from his own point of view — a story unequaled in fantasy literature. Now in The Wise Man's Fear, an escalating rivalry with a powerful member of the nobility forces Kvothe to leave the University and seek his fortune abroad. Adrift, penniless, and alone, he travels to Vintas, where he quickly becomes entangled in the politics of courtly society. While attempting to curry favor with a powerful noble, Kvothe uncovers an assassination attempt, comes into conflict with a rival arcanist, and leads a group of mercenaries into the wild, in an attempt to solve the mystery of who (or what) is waylaying travelers on the King's Road.

All the while, Kvothe searches for answers, attempting to uncover the truth about the mysterious Amyr, the Chandrian, and the death of his parents. Along the way, Kvothe is put on trial by the legendary Adem mercenaries, is forced to reclaim the honor of the Edema Ruh, and travels into the Fae realm. There he meets Felurian, the faerie woman no man can resist, and who no man has ever survived ... until Kvothe.

In The Wise Man's Fear, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.

(less)"
176,The Enchanted Castle,fantasy," The enchanted castle of the title is a country estate in the West Country seen through the eyes of three children, Gerald, James and Kathleen, who discover it while exploring during the school holidays. The lake, groves and marble statues, with white towers and turrets in the distance, make a fairy-tale setting, and then in the middle of the maze in the rose garden they find a sleeping fairy-tale princess. The ""princess"" tells them that the castle is full of magic, and they almost believe her. She shows them the treasures of the castle, including a ring she says is a ring of invisibility, but when it actually turns her invisible she panics and admits that she is the housekeeper's niece, Mabel, and was just play-acting. The children soon discover that the ring has other magical powers. The Enchanted Castle was written for both children and adults. It combines descriptions of the imaginative play of children, reminiscent of The Story of the Treasure Seekers, with a magic more muted than in her major fantasies such as The Story of the Amulet."
4370,Wizard's First Rule,fantasy,"In the aftermath of the brutal murder of his father, a mysterious woman, Kahlan Amnell, appears in Richard Cypher's forest sanctuary seeking help . . . and more.

His world, his very beliefs, are shattered when ancient debts come due with thundering violence. In a dark age it takes courage to live, and more than mere courage to challenge those who hold dominion, Richard and Kahlan must take up that challenge or become the next victims. Beyond awaits a bewitching land where even the best of their hearts could betray them. Yet, Richard fears nothing so much as what secrets his sword might reveal about his own soul. Falling in love would destroy them—for reasons Richard can't imagine and Kahlan dare not say.

In their darkest hour, hunted relentlessly, tormented by treachery and loss, Kahlan calls upon Richard to reach beyond his sword—to invoke within himself something more noble. Neither knows that the rules of battle have just changed . . . or that their time has run out.

This is the beginning. One book. One Rule. Witness the birth of a legend. (less)"
4409,Vicious,fantasy,"A masterful tale of ambition, jealousy, desire, and superpowers.

Victor and Eli started out as college roommates—brilliant, arrogant, lonely boys who recognized the same sharpness and ambition in each other. In their senior year, a shared research interest in adrenaline, near-death experiences, and seemingly supernatural events reveals an intriguing possibility: that under the right conditions, someone could develop extraordinary abilities. But when their thesis moves from the academic to the experimental, things go horribly wrong.

Ten years later, Victor breaks out of prison, determined to catch up to his old friend (now foe), aided by a young girl whose reserved nature obscures a stunning ability. Meanwhile, Eli is on a mission to eradicate every other super-powered person that he can find—aside from his sidekick, an enigmatic woman with an unbreakable will. Armed with terrible power on both sides, driven by the memory of betrayal and loss, the archnemeses have set a course for revenge—but who will be left alive at the end?

In Vicious, V. E. Schwab brings to life a gritty comic-book-style world in vivid prose: a world where gaining superpowers doesn't automatically lead to heroism, and a time when allegiances are called into question. (less)"
